Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
Kalo vaksin yg langsung dateng langsung itu di mana ya min info donksss,kalo vaksin yg langsung dateng langsung itu di mana ya min info donks,kalo vaksin yg langsung dateng langsung itu di mana ya min info donks,"['kalo', 'vaksin', 'yg', 'langsung', 'dateng', 'langsung', 'itu', 'di', 'mana', 'ya', 'min', 'info', 'donks']","['kalo', 'vaksin', 'yg', 'langsung', 'dateng', 'langsung', 'ya', 'min', 'info', 'donks']","['kalo', 'vaksin', 'yg', 'langsung', 'dateng', 'langsung', 'ya', 'min', 'info', 'donks']",kalau vaksin yang langsung datang langsung ya admin informasi dong
"Udah daftar vaksin terus gak ada dikasih kabar sama sekali, cari cari info ternyata aku bukan prioritas :) Anyway, aku anak rantau belum kerja jadi ya emang gak penting buat divaksin sih.",udah daftar vaksin terus gak ada dikasih kabar sama sekali cari cari info ternyata aku bukan prioritas anyway aku anak rantau belum kerja jadi ya emang gak penting buat divaksin sih,udah daftar vaksin terus gak ada dikasih kabar sama sekali cari cari info ternyata aku bukan prioritas anyway aku anak rantau belum kerja jadi ya emang gak penting buat divaksin sih,"['udah', 'daftar', 'vaksin', 'terus', 'gak', 'ada', 'dikasih', 'kabar', 'sama', 'sekali', 'cari', 'cari', 'info', 'ternyata', 'aku', 'bukan', 'prioritas', 'anyway', 'aku', 'anak', 'rantau', 'belum', 'kerja', 'jadi', 'ya', 'emang', 'gak', 'penting', 'buat', 'divaksin', 'sih']","['udah', 'daftar', 'vaksin', 'gak', 'dikasih', 'kabar', 'cari', 'cari', 'info', 'prioritas', 'anyway', 'anak', 'rantau', 'kerja', 'ya', 'emang', 'gak', 'divaksin', 'sih']","['udah', 'daftar', 'vaksin', 'gak', 'kasih', 'kabar', 'cari', 'cari', 'info', 'prioritas', 'anyway', 'anak', 'rantau', 'kerja', 'ya', 'emang', 'gak', 'vaksin', 'sih']",sudah daftar vaksin tidak kasih kabar cari cari informasi prioritas anyway anak rantau kerja ya memang tidak vaksin sih
Ini VAKNUS (Vaksin Nusantara )sampe mana pak mentri @budigsadikin,ini vaknus vaksin nusantara sampe mana pak mentri ,ini vaknus vaksin nusantara sampe mana pak mentri ,"['ini', 'vaknus', 'vaksin', 'nusantara', 'sampe', 'mana', 'pak', 'mentri']","['vaknus', 'vaksin', 'nusantara', 'sampe', 'mentri']","['vaknus', 'vaksin', 'nusantara', 'sampe', 'tri']",vaknus vaksin nusantara sampai menteri
"Mohon penjelasan nya sy tidak dpt memeriksa serifikat vaksin sy di peduli lindung. Id baik serifikat vaksin 1 dan 2,pdhl sy sdh ikut vaksin, malah td pagi sy vaksin di puskesmas dkt rmh sy katanya sy tdk dpt sertifikat vaksin yg ke 2 krn no ticket sy kembar dg orang lain, dn itu ktnya sdh di klaim. Kok bisa no tiket vaksin itu kembar dg no orang lain, mohon penjelasan nya?",mohon penjelasan nya sy tidak dpt memeriksa serifikat vaksin sy di peduli lindung id baik serifikat vaksin dan pdhl sy sdh ikut vaksin malah td pagi sy vaksin di puskesmas dkt rmh sy katanya sy tdk dpt sertifikat vaksin yg ke krn no ticket sy kembar dg orang lain dn itu ktnya sdh di klaim kok bisa no tiket vaksin itu kembar dg no orang lain mohon penjelasan nya,mohon penjelasan nya sy tidak dpt memeriksa serifikat vaksin sy di peduli lindung id baik serifikat vaksin dan pdhl sy sdh ikut vaksin malah td pagi sy vaksin di puskesmas dkt rmh sy katanya sy tdk dpt sertifikat vaksin yg ke krn no ticket sy kembar dg orang lain dn itu ktnya sdh di klaim kok bisa no tiket vaksin itu kembar dg no orang lain mohon penjelasan nya,"['mohon', 'penjelasan', 'nya', 'sy', 'tidak', 'dpt', 'memeriksa', 'serifikat', 'vaksin', 'sy', 'di', 'peduli', 'lindung', 'id', 'baik', 'serifikat', 'vaksin', 'dan', 'pdhl', 'sy', 'sdh', 'ikut', 'vaksin', 'malah', 'td', 'pagi', 'sy', 'vaksin', 'di', 'puskesmas', 'dkt', 'rmh', 'sy', 'katanya', 'sy', 'tdk', 'dpt', 'sertifikat', 'vaksin', 'yg', 'ke', 'krn', 'no', 'ticket', 'sy', 'kembar', 'dg', 'orang', 'lain', 'dn', 'itu', 'ktnya', 'sdh', 'di', 'klaim', 'kok', 'bisa', 'no', 'tiket', 'vaksin', 'itu', 'kembar', 'dg', 'no', 'orang', 'lain', 'mohon', 'penjelasan', 'nya']","['mohon', 'penjelasan', 'nya', 'sy', 'dpt', 'memeriksa', 'serifikat', 'vaksin', 'sy', 'peduli', 'lindung', 'id', 'serifikat', 'vaksin', 'pdhl', 'sy', 'sdh', 'vaksin', 'td', 'pagi', 'sy', 'vaksin', 'puskesmas', 'dkt', 'rmh', 'sy', 'sy', 'tdk', 'dpt', 'sertifikat', 'vaksin', 'yg', 'krn', 'no', 'ticket', 'sy', 'kembar', 'dg', 'orang', 'dn', 'ktnya', 'sdh', 'klaim', 'no', 'tiket', 'vaksin', 'kembar', 'dg', 'no', 'orang', 'mohon', 'penjelasan', 'nya']","['mohon', 'jelas', 'nya', 'sy', 'dpt', 'periksa', 'serifikat', 'vaksin', 'sy', 'peduli', 'lindung', 'id', 'serifikat', 'vaksin', 'pdhl', 'sy', 'sdh', 'vaksin', 'td', 'pagi', 'sy', 'vaksin', 'puskesmas', 'dkt', 'rmh', 'sy', 'sy', 'tdk', 'dpt', 'sertifikat', 'vaksin', 'yg', 'krn', 'no', 'ticket', 'sy', 'kembar', 'dg', 'orang', 'dn', 'ktnya', 'sdh', 'klaim', 'no', 'tiket', 'vaksin', 'kembar', 'dg', 'no', 'orang', 'mohon', 'jelas', 'nya']",mohon jelas nya saya dapat periksa sertifikat vaksin saya peduli lindung id sertifikat vaksin padahal saya sudah vaksin tadi pagi saya vaksin puskesmas dekat rumah saya saya tidak dapat sertifikat vaksin yang karena nomor ticket saya kembar dengan orang dan kata sudah klaim nomor tiket vaksin kembar dengan nomor orang mohon jelas nya
"Di bogor vaksinnya banyak yg harus pake ktp domisili, yg KTPnya luar cuma bisa mengsedih :(",di bogor vaksinnya banyak yg harus pake ktp domisili yg ktpnya luar cuma bisa mengsedih ,di bogor vaksinnya banyak yg harus pake ktp domisili yg ktpnya luar cuma bisa mengsedih ,"['di', 'bogor', 'vaksinnya', 'banyak', 'yg', 'harus', 'pake', 'ktp', 'domisili', 'yg', 'ktpnya', 'luar', 'cuma', 'bisa', 'mengsedih']","['bogor', 'vaksinnya', 'yg', 'pake', 'ktp', 'domisili', 'yg', 'ktpnya', 'mengsedih']","['bogor', 'vaksin', 'yg', 'pake', 'ktp', 'domisili', 'yg', 'ktpnya', 'mengsedih']",bogor vaksin yang pakai ktp domisili yang ktp sedih
"Udah vaksin tp sertifikatnyaa gak dapat, call ke 119 sbukkkk terus????",udah vaksin tp sertifikatnyaa gak dapat call ke sbukk terus,udah vaksin tp sertifikatnyaa gak dapat call ke sbukk terus,"['udah', 'vaksin', 'tp', 'sertifikatnyaa', 'gak', 'dapat', 'call', 'ke', 'sbukk', 'terus']","['udah', 'vaksin', 'tp', 'sertifikatnyaa', 'gak', 'call', 'sbukk']","['udah', 'vaksin', 'tp', 'sertifikatnyaa', 'gak', 'call', 'sbukk']",sudah vaksin tapi sertifikat tidak telepon sibuk
buat apa karikaturnya...??? wong vaksinnya yg gak cukup... ganti  karikaturnya yg cari vaksin gak dapat... itu baru joossss....!!!,buat apa karikaturnya wong vaksinnya yg gak cukup ganti karikaturnya yg cari vaksin gak dapat itu baru jooss,buat apa karikaturnya wong vaksinnya yg gak cukup ganti karikaturnya yg cari vaksin gak dapat itu baru jooss,"['buat', 'apa', 'karikaturnya', 'wong', 'vaksinnya', 'yg', 'gak', 'cukup', 'ganti', 'karikaturnya', 'yg', 'cari', 'vaksin', 'gak', 'dapat', 'itu', 'baru', 'jooss']","['karikaturnya', 'vaksinnya', 'yg', 'gak', 'ganti', 'karikaturnya', 'yg', 'cari', 'vaksin', 'gak', 'jooss']","['karikatur', 'vaksin', 'yg', 'gak', 'ganti', 'karikatur', 'yg', 'cari', 'vaksin', 'gak', 'jooss']",karikatur vaksin yang tidak ganti karikatur yang cari vaksin tidak jos
Alhamdulillah krn vaksin sy bs sembuh lbh cepat dr covid,alhamdulillah krn vaksin sy bs sembuh lbh cepat dr covid,alhamdulillah krn vaksin sy bs sembuh lbh cepat dr covid,"['alhamdulillah', 'krn', 'vaksin', 'sy', 'bs', 'sembuh', 'lbh', 'cepat', 'dr', 'covid']","['alhamdulillah', 'krn', 'vaksin', 'sy', 'bs', 'sembuh', 'lbh', 'cepat', 'dr', 'covid']","['alhamdulillah', 'krn', 'vaksin', 'sy', 'bs', 'sembuh', 'lbh', 'cepat', 'dr', 'covid']",alhamdulillah karena vaksin saya bisa sembuh lebih cepat dari covid
"Maaf Kak mau tanya,tolongbantuanya, nomer ktp saya sudah terdaftar saat dulu hendak mengikuti vaksinasi di secara kolektif dari lembaga di kampungbinggris pare kediri, tapi waktu itu saya baru kambuh asma sehingga tidak bisa mendapat vaksin, sekarang saya tidak bisa mendaftar lagi, saya harus gimana ya kak?",maaf kak mau tanyatolongbantuanya nomer ktp saya sudah terdaftar saat dulu hendak mengikuti vaksinasi di secara kolektif dari lembaga di kampungbinggris pare kediri tapi waktu itu saya baru kambuh asma sehingga tidak bisa mendapat vaksin sekarang saya tidak bisa mendaftar lagi saya harus gimana ya kak,maaf kak mau tanyatolongbantuanya nomer ktp saya sudah terdaftar saat dulu hendak mengikuti vaksinasi di secara kolektif dari lembaga di kampungbinggris pare kediri tapi waktu itu saya baru kambuh asma sehingga tidak bisa mendapat vaksin sekarang saya tidak bisa mendaftar lagi saya harus gimana ya kak,"['maaf', 'kak', 'mau', 'tanyatolongbantuanya', 'nomer', 'ktp', 'saya', 'sudah', 'terdaftar', 'saat', 'dulu', 'hendak', 'mengikuti', 'vaksinasi', 'di', 'secara', 'kolektif', 'dari', 'lembaga', 'di', 'kampungbinggris', 'pare', 'kediri', 'tapi', 'waktu', 'itu', 'saya', 'baru', 'kambuh', 'asma', 'sehingga', 'tidak', 'bisa', 'mendapat', 'vaksin', 'sekarang', 'saya', 'tidak', 'bisa', 'mendaftar', 'lagi', 'saya', 'harus', 'gimana', 'ya', 'kak']","['maaf', 'kak', 'tanyatolongbantuanya', 'nomer', 'ktp', 'terdaftar', 'mengikuti', 'vaksinasi', 'kolektif', 'lembaga', 'kampungbinggris', 'pare', 'kediri', 'kambuh', 'asma', 'vaksin', 'mendaftar', 'gimana', 'ya', 'kak']","['maaf', 'kak', 'tanyatolongbantuanya', 'nomer', 'ktp', 'daftar', 'ikut', 'vaksinasi', 'kolektif', 'lembaga', 'kampungbinggris', 'pare', 'diri', 'kambuh', 'asma', 'vaksin', 'daftar', 'gimana', 'ya', 'kak']",maaf kak tanya tolong bantuan nomor ktp daftar ikut vaksinasi kolektif lembaga kampung inggris pare diri kambuh asma vaksin daftar bagaimana ya kak
Min gw abis ikut vaksin massal ko ga dapet kertas bukti vaksin sih? Di sms aja enggak gimana dah ga jelas amat,min gw abis ikut vaksin massal ko ga dapet kertas bukti vaksin sih di sms aja enggak gimana dah ga jelas amat,min gw abis ikut vaksin massal ko ga dapet kertas bukti vaksin sih di sms aja enggak gimana dah ga jelas amat,"['min', 'gw', 'abis', 'ikut', 'vaksin', 'massal', 'ko', 'ga', 'dapet', 'kertas', 'bukti', 'vaksin', 'sih', 'di', 'sms', 'aja', 'enggak', 'gimana', 'dah', 'ga', 'jelas', 'amat']","['min', 'gw', 'abis', 'vaksin', 'massal', 'ko', 'ga', 'dapet', 'kertas', 'bukti', 'vaksin', 'sih', 'sms', 'aja', 'gimana', 'dah', 'ga']","['min', 'gw', 'abis', 'vaksin', 'massal', 'ko', 'ga', 'dapet', 'kertas', 'bukti', 'vaksin', 'sih', 'sms', 'aja', 'gimana', 'dah', 'ga']",admin saya habis vaksin massal kok tidak dapat kertas bukti vaksin sih sms aja bagaimana sudah tidak
Pertma x dnger vaksin tuh ada 3 jnis bukan yah dri harga kmren itu.klu boleh tau yg skrng di suntik gencar2 nya yg harga brp? Trus tuh stock vaksin gk ada hbis nya yah ?,pertma x dnger vaksin tuh ada jnis bukan yah dri harga kmren ituklu boleh tau yg skrng di suntik gencar nya yg harga brp trus tuh stock vaksin gk ada hbis nya yah ,pertma x dnger vaksin tuh ada jnis bukan yah dri harga kmren ituklu boleh tau yg skrng di suntik gencar nya yg harga brp trus tuh stock vaksin gk ada hbis nya yah ,"['pertma', 'x', 'dnger', 'vaksin', 'tuh', 'ada', 'jnis', 'bukan', 'yah', 'dri', 'harga', 'kmren', 'ituklu', 'boleh', 'tau', 'yg', 'skrng', 'di', 'suntik', 'gencar', 'nya', 'yg', 'harga', 'brp', 'trus', 'tuh', 'stock', 'vaksin', 'gk', 'ada', 'hbis', 'nya', 'yah']","['pertma', 'x', 'dnger', 'vaksin', 'tuh', 'jnis', 'yah', 'dri', 'harga', 'kmren', 'ituklu', 'tau', 'yg', 'skrng', 'suntik', 'gencar', 'nya', 'yg', 'harga', 'brp', 'trus', 'tuh', 'stock', 'vaksin', 'gk', 'hbis', 'nya', 'yah']","['pertma', 'x', 'dnger', 'vaksin', 'tuh', 'jnis', 'yah', 'dri', 'harga', 'kmren', 'ituklu', 'tau', 'yg', 'skrng', 'suntik', 'gencar', 'nya', 'yg', 'harga', 'brp', 'trus', 'tuh', 'stock', 'vaksin', 'gk', 'hbis', 'nya', 'yah']",pertama kali dengar vaksin itu jenis ya dari harga kemarin itu kalau tau yang sekarang suntik gencar nya yang harga berapa terus itu stok vaksin tidak habis nya ya
Kemaren mau vaksin tapi abis sakit dan sakitnya belom bener bener ilang jadinya yang udh vaksin baru Kaka:],kemaren mau vaksin tapi abis sakit dan sakitnya belom bener bener ilang jadinya yang udh vaksin baru kaka,kemaren mau vaksin tapi abis sakit dan sakitnya belom bener bener ilang jadinya yang udh vaksin baru kaka,"['kemaren', 'mau', 'vaksin', 'tapi', 'abis', 'sakit', 'dan', 'sakitnya', 'belom', 'bener', 'bener', 'ilang', 'jadinya', 'yang', 'udh', 'vaksin', 'baru', 'kaka']","['kemaren', 'vaksin', 'abis', 'sakit', 'sakitnya', 'belom', 'bener', 'bener', 'ilang', 'udh', 'vaksin', 'kaka']","['kemaren', 'vaksin', 'abis', 'sakit', 'sakit', 'bom', 'bener', 'bener', 'ilang', 'udh', 'vaksin', 'kaka']",kemarin vaksin habis sakit sakit belum benar benar hilang sudah vaksin kakak
Vaksin banyak yg kosong ?? yaudah Nunggu Vaksin Nusantara di edarkan aj lah ??,vaksin banyak yg kosong yaudah nunggu vaksin nusantara di edarkan aj lah ,vaksin banyak yg kosong yaudah nunggu vaksin nusantara di edarkan aj lah ,"['vaksin', 'banyak', 'yg', 'kosong', 'yaudah', 'nunggu', 'vaksin', 'nusantara', 'di', 'edarkan', 'aj', 'lah']","['vaksin', 'yg', 'kosong', 'yaudah', 'nunggu', 'vaksin', 'nusantara', 'edarkan', 'aj']","['vaksin', 'yg', 'kosong', 'yaudah', 'nunggu', 'vaksin', 'nusantara', 'edar', 'aj']",vaksin yang kosong ya udah tunggu vaksin nusantara edar aja
"Banyak??? Di jabodetabek doank kali min. Keluarga di lampungvditunda 3 kali, smpe skrg gak dpt vaksin krn abis. Pdhl di Jkt smpe ada vaksin keliling. Tlg pemerataanya stok vaksin min. Org daerah juga mau sehat l??????",banyak di jabodetabek doank kali min keluarga di lampungvditunda kali smpe skrg gak dpt vaksin krn abis pdhl di jkt smpe ada vaksin keliling tlg pemerataanya stok vaksin min org daerah juga mau sehat l,banyak di jabodetabek doank kali min keluarga di lampungvditunda kali smpe skrg gak dpt vaksin krn abis pdhl di jkt smpe ada vaksin keliling tlg pemerataanya stok vaksin min org daerah juga mau sehat l,"['banyak', 'di', 'jabodetabek', 'doank', 'kali', 'min', 'keluarga', 'di', 'lampungvditunda', 'kali', 'smpe', 'skrg', 'gak', 'dpt', 'vaksin', 'krn', 'abis', 'pdhl', 'di', 'jkt', 'smpe', 'ada', 'vaksin', 'keliling', 'tlg', 'pemerataanya', 'stok', 'vaksin', 'min', 'org', 'daerah', 'juga', 'mau', 'sehat', 'l']","['jabodetabek', 'doank', 'kali', 'min', 'keluarga', 'lampungvditunda', 'kali', 'smpe', 'skrg', 'gak', 'dpt', 'vaksin', 'krn', 'abis', 'pdhl', 'jkt', 'smpe', 'vaksin', 'keliling', 'tlg', 'pemerataanya', 'stok', 'vaksin', 'min', 'org', 'daerah', 'sehat', 'l']","['jabodetabek', 'doank', 'kali', 'min', 'keluarga', 'lampungvditunda', 'kali', 'smpe', 'skrg', 'gak', 'dpt', 'vaksin', 'krn', 'abis', 'pdhl', 'jkt', 'smpe', 'vaksin', 'keliling', 'tlg', 'pemerataanya', 'stok', 'vaksin', 'min', 'org', 'daerah', 'sehat', 'l']",jabodetabek doang kali admin keluarga lampung tunda kali sampai sekarang tidak dapat vaksin karena habis padahal jakarta sampai vaksin keliling tolong rata stok vaksin admin orang daerah sehat l
lewat setiap RT cucok vaksin,lewat setiap rt cucok vaksin,lewat setiap rt cucok vaksin,"['lewat', 'setiap', 'rt', 'cucok', 'vaksin']","['rt', 'cucok', 'vaksin']","['rt', 'cucok', 'vaksin']",rt cocok vaksin
"Bokap w 60th ud vaksin msh bs kna covid.apa lg yg blm vaksin,diobatin pk vitamin doang ,isoman drmh skeluarga, mo nebus resep dokter obt ny abis dmn mn, cri2 RS penuh. Tp alhamdulillah skrg qt smw ud sht",bokap w th ud vaksin msh bs kna covidapa lg yg blm vaksindiobatin pk vitamin doang isoman drmh skeluarga mo nebus resep dokter obt ny abis dmn mn cri rs penuh tp alhamdulillah skrg qt smw ud sht,bokap w th ud vaksin msh bs kna covidapa lg yg blm vaksindiobatin pk vitamin doang isoman drmh skeluarga mo nebus resep dokter obt ny abis dmn mn cri rs penuh tp alhamdulillah skrg qt smw ud sht,"['bokap', 'w', 'th', 'ud', 'vaksin', 'msh', 'bs', 'kna', 'covidapa', 'lg', 'yg', 'blm', 'vaksindiobatin', 'pk', 'vitamin', 'doang', 'isoman', 'drmh', 'skeluarga', 'mo', 'nebus', 'resep', 'dokter', 'obt', 'ny', 'abis', 'dmn', 'mn', 'cri', 'rs', 'penuh', 'tp', 'alhamdulillah', 'skrg', 'qt', 'smw', 'ud', 'sht']","['bokap', 'w', 'th', 'ud', 'vaksin', 'msh', 'bs', 'kna', 'covidapa', 'lg', 'yg', 'blm', 'vaksindiobatin', 'pk', 'vitamin', 'doang', 'isoman', 'drmh', 'skeluarga', 'mo', 'nebus', 'resep', 'dokter', 'obt', 'ny', 'abis', 'dmn', 'mn', 'cri', 'rs', 'penuh', 'tp', 'alhamdulillah', 'skrg', 'qt', 'smw', 'ud', 'sht']","['bokap', 'w', 'th', 'ud', 'vaksin', 'msh', 'bs', 'kna', 'covidapa', 'lg', 'yg', 'blm', 'vaksindiobatin', 'pk', 'vitamin', 'doang', 'isoman', 'drmh', 'skeluarga', 'mo', 'nebus', 'resep', 'dokter', 'obt', 'ny', 'abis', 'dmn', 'mn', 'cri', 'rs', 'penuh', 'tp', 'alhamdulillah', 'skrg', 'qt', 'smw', 'ud', 'sht']",bapak w tahun udah vaksin masih bisa kena covid apa lagi yang belum vaksin obat pakai vitamin doang isolasi mandiri rumah keluarga mau tebus resep dokter obat nya habis mana mana cari rumah sakit penuh tapi alhamdulillah sekarang kita semua udah sehat
Vaksin nya belum berhasil.. Masa d vaksin malah sakit dan kena covid.. ?? slama g d vaksin kluar main ga ada tu kena.. Petugas nya asal bgt udh tw ada penyakit tetep aja d vaksin akhirnya bertolak belakang dengan penyakit.. Yg tw kondisi kita sendiri jd yg ngerasa badan ga fit jgn d vaksin bahaya kaya sya..,vaksin nya belum berhasil masa d vaksin malah sakit dan kena covid slama g d vaksin kluar main ga ada tu kena petugas nya asal bgt udh tw ada penyakit tetep aja d vaksin akhirnya bertolak belakang dengan penyakit yg tw kondisi kita sendiri jd yg ngerasa badan ga fit jgn d vaksin bahaya kaya sya,vaksin nya belum berhasil masa d vaksin malah sakit dan kena covid slama g d vaksin kluar main ga ada tu kena petugas nya asal bgt udh tw ada penyakit tetep aja d vaksin akhirnya bertolak belakang dengan penyakit yg tw kondisi kita sendiri jd yg ngerasa badan ga fit jgn d vaksin bahaya kaya sya,"['vaksin', 'nya', 'belum', 'berhasil', 'masa', 'd', 'vaksin', 'malah', 'sakit', 'dan', 'kena', 'covid', 'slama', 'g', 'd', 'vaksin', 'kluar', 'main', 'ga', 'ada', 'tu', 'kena', 'petugas', 'nya', 'asal', 'bgt', 'udh', 'tw', 'ada', 'penyakit', 'tetep', 'aja', 'd', 'vaksin', 'akhirnya', 'bertolak', 'belakang', 'dengan', 'penyakit', 'yg', 'tw', 'kondisi', 'kita', 'sendiri', 'jd', 'yg', 'ngerasa', 'badan', 'ga', 'fit', 'jgn', 'd', 'vaksin', 'bahaya', 'kaya', 'sya']","['vaksin', 'nya', 'berhasil', 'd', 'vaksin', 'sakit', 'kena', 'covid', 'slama', 'g', 'd', 'vaksin', 'kluar', 'main', 'ga', 'tu', 'kena', 'petugas', 'nya', 'bgt', 'udh', 'tw', 'penyakit', 'tetep', 'aja', 'd', 'vaksin', 'bertolak', 'penyakit', 'yg', 'tw', 'kondisi', 'jd', 'yg', 'ngerasa', 'badan', 'ga', 'fit', 'jgn', 'd', 'vaksin', 'bahaya', 'kaya', 'sya']","['vaksin', 'nya', 'hasil', 'd', 'vaksin', 'sakit', 'kena', 'covid', 'slama', 'g', 'd', 'vaksin', 'kluar', 'main', 'ga', 'tu', 'kena', 'tugas', 'nya', 'bgt', 'udh', 'tw', 'sakit', 'tetep', 'aja', 'd', 'vaksin', 'tolak', 'sakit', 'yg', 'tw', 'kondisi', 'jd', 'yg', 'ngerasa', 'badan', 'ga', 'fit', 'jgn', 'd', 'vaksin', 'bahaya', 'kaya', 'sya']",vaksin nya hasil di vaksin sakit kena covid lama tidak di vaksin keluar main tidak itu kena tugas nya banget sudah tau sakit tetap aja di vaksin tolak sakit yang tau kondisi jadi yang rasa badan tidak fit jangan di vaksin bahaya kaya saya
"Ratusan ribu warga perancis dan Yunani turun ke jalan menolak kewajiban vaksin sebagai passport, don't be a sheep you're human @worldwidedemonstration",ratusan ribu warga perancis dan yunani turun ke jalan menolak kewajiban vaksin sebagai passport dont be a sheep youre human ,ratusan ribu warga perancis dan yunani turun ke jalan menolak kewajiban vaksin sebagai passport dont be a sheep youre human ,"['ratusan', 'ribu', 'warga', 'perancis', 'dan', 'yunani', 'turun', 'ke', 'jalan', 'menolak', 'kewajiban', 'vaksin', 'sebagai', 'passport', 'dont', 'be', 'a', 'sheep', 'youre', 'human']","['ratusan', 'ribu', 'warga', 'perancis', 'yunani', 'turun', 'jalan', 'menolak', 'kewajiban', 'vaksin', 'passport', 'dont', 'be', 'a', 'sheep', 'youre', 'human']","['ratus', 'ribu', 'warga', 'perancis', 'yunani', 'turun', 'jalan', 'tolak', 'wajib', 'vaksin', 'passport', 'dont', 'be', 'a', 'sheep', 'youre', 'human']",ratus ribu warga perancis yunani turun jalan tolak wajib vaksin passport dont be a sheep youre human
Untk saat ini vaksin mungkin masih gratis..tpj kedepannya pastilah vaksin akan diperjualbelikan krna gada vaksin yg mampu bunuh covid..akhirnya vaksinpun diperjualbelikan??,untk saat ini vaksin mungkin masih gratistpj kedepannya pastilah vaksin akan diperjualbelikan krna gada vaksin yg mampu bunuh covidakhirnya vaksinpun diperjualbelikan,untk saat ini vaksin mungkin masih gratistpj kedepannya pastilah vaksin akan diperjualbelikan krna gada vaksin yg mampu bunuh covidakhirnya vaksinpun diperjualbelikan,"['untk', 'saat', 'ini', 'vaksin', 'mungkin', 'masih', 'gratistpj', 'kedepannya', 'pastilah', 'vaksin', 'akan', 'diperjualbelikan', 'krna', 'gada', 'vaksin', 'yg', 'mampu', 'bunuh', 'covidakhirnya', 'vaksinpun', 'diperjualbelikan']","['untk', 'vaksin', 'gratistpj', 'kedepannya', 'vaksin', 'diperjualbelikan', 'krna', 'gada', 'vaksin', 'yg', 'bunuh', 'covidakhirnya', 'vaksinpun', 'diperjualbelikan']","['untk', 'vaksin', 'gratistpj', 'depan', 'vaksin', 'diperjualbelikan', 'krna', 'gada', 'vaksin', 'yg', 'bunuh', 'covidakhirnya', 'vaksin', 'diperjualbelikan']",untuk vaksin gratis tapi depan vaksin jual beli karena tidak ada vaksin yang bunuh covid akhir vaksin jual beli
