Username,Komentar,Label
sundaputra98,"@kemenkes_ri admin sendiri ngomong vaksin efektif dan bisa mengurangi tingkat keparahan dan risiko kan itu artinya udah vaksin tetap bisa kena. Sekarang tergantung vaksin yang mana, bukannya ada vaksin yang dari virus di lemahkan, otomatis di swab ya positif ya.",Negatif
langitriver,Bagaimana vaksin ketiga @kemenkes_ri ? Tolong segera beri kejelasan sebelum kasus tambah menggila,Netral
rchma.hwang,Vaksin dosis ke 2 kosong .,Negatif
khankiya,"Vaksin 1 sudah, nungguin jadwal vaksin ke 2 tapi tidak kunjung datang padahal selisihnya sudah 1 bulan lebih.sebenarnya stock vaksin ready gak sih.",Positif
ega_0488,"Lapor.. Abis d vaksin laper, g ada beras sama lauk.. Gmna ni @kemenkes_ri",Netral
syahira_aurora,"Hallo  selamat malam.. saya seorang buruh  migrant.  Saya ingin bekerja  di sebuah negara. Negara yg akan saya tuju tidak mengakui atau blm mengakui vaksin sinovac.  Yang di akui antara lain aztra , Pfizer  dan mordena. Sedang di daerah  saya vaksin  yg tersedia  adalah jenis sinovac.  Saya sudah berusaha  untuk  bertanya  ke dinas kesehatan  di kota saya. Tapi saya tdk mendapatkan  solusi atas hal itu.. kira kira apa yg harus saya lakukan  tolong beri saya solusi.  Terima kasih.",Positif
faulelviano___,Mati Karena Penyakit Bawaan : Covid... Mati Vaksin : Mati karena penyakit bawaan. ??,Negatif
irpanoplet,Saya mau tanya saya punya riwayat penyakit Bronitis sama TBC apa saya bisa di vaksin??,Positif
ifathmarifath,"Mau tanya, apakah benar jika yang sudah terpapar covid. Harus nunggu 3 bulan dulu baru bisa vaksin? Peraturan dari mana dan no berapa yah? Terimakasih.",Netral
naana0416,Maap kalau punya riwayat darah rendah(anemia ) wajib vaksin gak sih???,Netral
sudirwan_soetedja,"Mohon info, soal brp lama waktu untuk vaksin setelah terpapar covid.",Netral
fildza_khairina,"Mohon infonya dong @kemenkes_ri  atau siapapun yg mengerti, sy sudah slesai vaksin ke dua tapi di aplikasi pedulilindungi kenapa g abisa"" yaa lihat sertifikat vaksin padahal di keterangan aplikasi oedukilindungi sudah ada nik dan nama sy sedah di baksin kedua tp pas klik lihat sertivikat vaksin keterangannya anda tidak memiliki sertivikat vaksin",Positif
tiens78lily,"Min mohon bantuan informasinya dong, saya sdh di vaksin pertan tgl 3 juli di pasar sepinggan, dan kemarin tgl 31 infonya vaksin ke2,tapi saat datang kesana mala petugasnya bilang sdh full pendaftarannya, bukanya hrs sesuai nomor antrian di saat vaksin 1 ya.. Klu seperti ini harus cari info kemana ya min.",Positif
merenungkan_ayat,"Vaksin memang baik. Tapi tidak semua orang bisa divaksin.. Faktanya, vaksin efiktif meningkatkan sistem kekebalan tubuh. Benar.. tapi tidak semua orang  memiliki (gizi / vitamin-mineral) yang menciptakan sistem imun sistem kekebalan tubuh.. sehingga tak sedikit orang yang divaksin malah jadi sakit... dan faktanya lagi, perbaikan gizi berbanding lurus dengan ekonomi.. dan lagi, ekonomi secara tidak langsung berhubungan dengan orang kaya memiliki kedudukan tapi masih (mau) mencuri uang.",Negatif
fortividi,"Tapi saya heran lho, terjadi kerumunan pas vaksin ga dilarang, dan dibiling gak bikin lonjakan kasus. Sedangkan kerumunan kondangan, krumunan makan, krumunan lain lainnya bisa bikin lonjakan kasus ?? aneh memang.",Negatif
egabrili,Yuk vaksin yuk @fajarr.adhi_,Positif
mings76,"Hanya share pengalaman istri saya waktu vaksin 1 dan ke dua, bukan untuk mendiskreditkan, tp ini terjadi di lapangan. Untuk vaksin 1 di daerah lingkungan saya kurang informasi sehingga hrs cari2 sana sini, akhirnya dapet di puskesmas, hanya perlu KTP jakarta (saat itu). Vaksin ke 2 selang 1 bulan, informasi di aplikasi, atau sebut saja di website resmi pemda, boleh di vaksin lagi setelah 2 minggu dr vaksin 1. Padahal vaksin istri saya 1 hari sebelum tanggal yg ditentukan oleh pihak puskesmas, katanya tidak bisa, intinya kl lewat tanggal boleh, kurang jgn.??. Setelah kita lewatkan tanggal yg seharusnya vaksin, knp di lewatkan karna pas tanggalan merah (vaksin libur). Pas hr H vaksin, lokasi berubah dan hrs ada syarat screening segala, fotocopy ini, print itu. Ribet deh pokonya buat vaksin ke aja tidak seperti vaksin 1. Semua tanpa persiapan, katanya itu aturan baru. Setelah vaksin ke 2 istri saya selesai, giliran saya mau vaksin ke 2, sebagai info, istri vaksin sinovac, saya vaksin astra. Saya baru saya cek lg di aplikasi/website pemda, aturan sepertinya berubah lagi, tidak ada tombol screening, katanya disitu ditulis harus daftar ulang. What.....mohon kepada @kemenkes_ri atau @dinkesdki memberikan info yg jelas kpd masyarakat yang animo vaksin nya sangat tinggi supaya tidak terjadi penumpukan/keramaian. Sebagai informasi, saya apresiasi dr pemda ada info mengenai lokasi vaksin di website. Tp sayangnya tidak sinkron dengan aplikasi #JAKi. Mengenai informasi vaksin ke 2 saya yaitu astra juga sangat minim, byk yg simpang siur, ada yang bilang habis, ada yg bilang vaksin ke 2 pk vaksin jenis lain. Tolong pak info2 diberikan yg sejelas2nya kpd masyarakat. Thx",Positif
alfagertio_,"Bingung, katanya vaksin menyehatkan, tp lihat fakta dan efek jangka panjangnya kok ngeri??",Negatif
jennyarisgraha,Saatnya Pemerintah daerah memikirkan vaksin drive through utk mengurangi penularan saat antri vaksin. Masa kerumunan sampai ribuan org? Di Sby udh mulai ada yg drive through??. Tapi Malang belom??. Nunggu gak kerumunan.,Positif
davesiahaan_64,"Saya belum vaksin,tiap mau daftar ke link kuota full terus, tolong info segera dmn yg ada ditangerang terutama kabupaten,terima kasih",Positif
lichu418,"Di bekasi cari vaksin di puskes"" susah kalo ga domisili wilayah nya masing""?????padahal cuma beda kelurahan aja, puskes kelurahan domisili saya bekasi jaya bilang nya masih buat lansia vaksin nya...?????cari di puskes terdekat lagi katanya suruh ke puskes wilayah nya?????",Negatif
fhi_ana,Stok vaksin kosong di madiun??,Negatif
novia.vinysca,Apakah ibu menyusui boleh di vaksin @kemenkes_ri,Netral
putriasan,@juwitaaprynt04  bu vaksin tuh bu??,Netral
indri_3108,Ditempat Saya Kalsel khususnya Banjarmasin vaksin bnyak yg kosong pdhl antusias masy yg ingin vaksin tinggi,Positif
suci_bundakenzo,"Mau tanya sebenarnya mau vaksin 1 dari bulan Juni,, tp karna sempet krg enak badan dan akhirnya awal Juli positif,, saya baru bisa vaksin bulan November,, tp kira2 masih ada gk ya vaksin 1 dan dmna,, untuk di area jakarta",Netral
hasancore86,Untuk yg input data mohon agar lebih teliti karena tanggal lahir di sertifikat  Vaksin punya saya beda sama KTP hasilnya ketika di upload sistem menolak karena data tidak valid.lokasi JCC Senayan,Netral
brahimdarmo,"Tolong di revisi, jangan jadikan sertifika vaksin sebagai Persyaratan administrasi., vaksin belum merata dan j vaksin masih jadi rebutan dan tidak semua masyarakat bisa vaksin karena kondisi kesehatan dll.",Negatif
goldenvape.msr,"Saya mau divaksin tpi selalu tdk kebagian kuota vaksin , posisi saya diriau mau plg ke jawa hrus vaksin dlu mnimal dosis 1 , tpi cari vaksin aja susahnya minta ampun , pemerintah gimana buat  aturan tpi tdk melihat sikon lapangan ,,,, susah,,,susah,,, tanpa ada solusi,,,,",Positif
obaskoro,"Usul dong min, keluarin vaksin berbayar lah, efektif atau gak efektif gak tau, yg penting vaksin pertama selesai dulu lah..susah mau kmn2 nunjukin surat vaksin, tp vaksin terbatas.. tolong waktu rapat di rundingkan ulang.. kerja kerja kerja tp gk bisa kemana2.. ??",Netral
dafialkhyyn_,"Mungkin ya kalau dilihat dari cara distribusi vaksin, dibeberapa daerah rentan terjadi kerumunan, kaya di stadion 10 nov satu tribun penuh apa bkn kerumunan? Di ballroom juga, banyak daerah2 juga gitu vaksinasinya masal. Tp prokesnya lupa. Kalau kata gw itu juga bisa aja berpontensi menaikan kasus, bukan masalah vaksinnya , tp orang2 yang djvaksin lohhh.",Negatif
oneboyone_34,"Admin mohon bantuan dan solusi nya saya sudah mendapatkan vaksin pertama tapi saya belum menerima sertifikat, sudah menanyakan ke puskes tapi tidak ada solusi dan kejelasan hanya disuruh menunggu, sudah hampir 1 bulan..",Positif
rahardjoe_ab.id,@kemenkes_ri Benarkah SERTIFIKAT VAKSIN COV. sebagai salah satu syarat pengurusan administrasi?,Netral
han_gel07,Sya org sulse sekolah di jawa mau kembali ke sulsel syaratnya apa ya? Apa harus vaksin?,Netral
cinday_darajuna,Cari vaksin susah min,Negatif
gokusyahlidi,"Pemerintah udh berusaha menyediakan vaksinnya.. terus tenaga medis udah siap sekuat tenaga buat ngevaksinnya.. namun masyarakat tidak 100% antusias dg vaksin itu.. malah ada beberapa dari mereka yang mengaggap vaksin itu lebih ke efek samping.. karna gini misalnya ada 1 orang yg vaksin di sebuah kelurahan nah setelah vaksin orang itu di tanyai oleh tetangga tetangganya.. pas kebetulan orng yg vaksin tadi.. katanya dia meriang, sering ngantuk, nyilu sendi, daaann lain lagi dah.. nah sehingga image itu memberikan rasa ragu kepada tetangga yang mendengar hal itu.. jadi buat sekarang kita hendak merangkul yang beluk vaksin.. dn memberikan mereka dorongan agar ikut vaksin di tempat terdekat.. kalau 1 Indonesia bisa vaksin serentak dalam waktu yg berdekatan maka kasus bisa menurun, pelan pelan jika kita ikut instruksi maka kita bisa bebas dari pandemi ini... Namun dalam pandemi ini juga ada beberapa oknum yg memanfaatkan keadaan seperti ini untuk keuntungan dia, saya kurang tau juga lahnya kebenarannya cuman orang yg diduga sama yg maha kuasa yg mengetahuinya... UDAH CAPEK OY BELAJARNYA NGELIAT KAMERA MULU.. NGA LIAT PAPAN TULIS.. KUNANG KUNANG DH NI KATA SAYA... DARI AWAL MASUK SMA NAH SEKARANG MASUK KULIAH ONLINE LAGI KAN GAADA MOMENTUM KETIKA ANAK TANYA *YAH DULU AYAH LULUS SMA  ACARANYA  SEPERTI APA* KAGAK ADAAAAAAAAAA !",Netral
qmonk16029,"admin @kemenkes_ri  seharusnya kalau sdh ada data vaksin bisa turunkan resiko, utk orang yg belum vaksin diberi prioritas masuk ugd covid yg terbatas...kenapa ? agar kasus kematian menurun...itu baru namanya #logicdata...dan pemerintah @jokowi benar2 berniat melindungi seluruh rakyat indonesia tanpa kecuali, betul ndak @najwashihab @tvonenews @metrotv @pk_sejahtera @pdemokrat ?",Negatif
merenungkan_ayat,"Jumlah kasus baru covid 19 Tiongkok dengan 1,4 miliar total penduduk = 11 kasus (pada 30 Maret 2021). Mungkinkah ? .. Licik ? Bisa jadi .. kalau di Indonesia harimau positif jadi headline .. 1. Longgarkan PPKM bahkan hapuskan 2. Jangan hanya andalkan vaksin, dorong masyarakat dengan konsumsi buah buahan -ini lebih baik- 3. Perhatikan ekonomi kecil 4. Kurangi intensitas tes - tes supaya kasus harian hanya belasan.. mohon kepada Pemerintah",Negatif
ekhe_lee,Min @kemenkes_ri mau tanya dong.. saya hrsnya vaksin ke 2 tgl 22 juli tp karna kondisi sakit jd tidak bisa.. kalo untuk cara ikut vaksin ke 2 gmna yaa? Apa dtng aja lsg atau daftar lagi.. caranya gimana?,Netral
azizardani46,Ada yg udh dpt / muncul sertifikat vaksin nya di aplikasi??,Netral
kom_mbor,"Gimana mau vaksin, vaksinnya aja langka ??",Negatif
pinna245,"Maunya seluruh masyarakat di vaksin , tapi kenapa sasarannya hanya sampai di puskesmas ga sampai ke desa? Dipuskesmas hanya dibatasi untuk 50 orang sedangkan dalam 1 kecamatan lebih banyak dari 50 orng. Harusnya bisa dijangkau sampai di desa"". Kasian yg sudah ngantri dari pagi akhirnya ga bisa dapet nomor antrian vaksin",Positif
dewitumarzena,"Tolong jumlah vaksinnya harus memadai, kami susah mau kemana2. Puskesmas kosong, tmpt kesdam bali kosong, tmpt lain full. Peraturan mengharuskan tapi Susah kali dapat vaksin ini",Negatif
el_yussuf06,"Pengen komplain boleh ngga sih? Buang² waktu banget vaksin, kabupaten dipersulit kota di utamain!!",Negatif
dwisagung27,Vaksin dosis 2 tak jelas arah dan tujuannya Sekarng telat 1 Minggu tanpa tau kapan datang,Negatif
mirnaannasya,"Dilihat dari apa yg terjadi beberapa waktu ini.. banyak bgt lo masyarakat yang pingin divaksin.. tapi vaksinnya belum mencukupi (ini di daerah saya banyumas, bisa lihat beritanya).. kasian.. niat sudah ada, tapi blm kesampaian vaksinnya, semoga bisa lebih fokus menyediakan dan menyebarkan secara merata.. karena yg butuh vaksin sesungguhnya banyak dibandingkan yang tidak ingin vaksin, kewajiban kartu vaksin untuk mempermudah aktivitas juga menurut saya blm saatnya diberlakukan melihat sulitnya mendapat kesempatan vaksin saat ini.. ayolah lebih bijak.. fokus pengadaan vaksin dan pemerataan.. jangan mempersulit masyarakat yang sudah sulit????",Negatif
kielconstantin,Coba sini minta vaksin bbrapa botol. Mau gw suntik ke kucing liar biar pada mokad,Negatif
rudispran,Fix slide 3 rakyat sll salah... Giliran pasca vaksin ada kipi dan fatal ngga mau mengakui alasan komorbid dll,Negatif
btn_hery,Saya mau vaksin ngak bisa ??,Positif
vnathanael,Vaksin Moderna kapan ya tiba di Surabaya?,Netral
ryan.doang,Vaksin merdeka itu pake jenis apa?,Netral
aeriatni,"@kemenkes_ri vaksin 1 di Denpasar RS, klinik maupun puskes sudah pada kosong cek melalui app Speed.id (pendafataran online). Mohon segera ditindaklanjuti krna bbrpa kasus orang terlambat mendaftar vaksin karena sebelumnya pernah positif dan harus menunggu setidaknya 3 bulan, hamil dll. Terima kasih",Negatif
mfikriabdillahhh,"min, saya udh vaksin kedua tgl 1 Agustus kmrn, tp di aplikasi PeduliLindungiID blm ada sertifnya, itu gmn?",Positif
x1__ao,Postingan yg bumil bisa vaksin kemana min?,Netral
jikaaaa,Sebenarnya brp lama setelah covid baru boleh vaksin? @kemenkes_ri,Netral
clrftnw,Kalo vaksin 1 di batam trus vaksin 2 nya dijawa bisa ga yaa?,Netral
erny.wijayanti,Maksudnya karena program vaksin yg prosedurnya harus rebutan nomer antrean jadi malah menimbulkan kerumunan. Tidak hanya terjadi di satu atau dua tempat saja. Padahal sudah ada pendaftaran onlinenya tapi kenapa tidak dijadwalkan juga secara online tapi malah ambil antrean yang orang-orang ada yang sampai datang jam 2 pagi. Padahal vaksinasi baru dilkukan jam 8/9. Jadi yg dimaksud dg lonjakan covid karena program vaksinasi adalah itu.,Netral
putripramitha,"Smoga vaksin bisa dibuat drive thru ky model PCR biar aman gak senggol2an antri depan belakang sm orang lain langsung, jd meminimalisir kerumunan..smoga dibaca yaa Bapak Ibu kemenkes??????",Positif
yuli_huang93,Suruh org vaksin tp vaksin ny ngk tersedia alias stok kosong mulu..,Negatif
ny.serly.ansari,Tlg utk vaksinasi bs di lakukan di balai setempat atau melakukan pendaftaran secara online krn sy jadwal vaksin ke2 tgl 31 tp stok habis,Positif
ny.serly.ansari,Pendaftaran vaksin secara lsg ke puskesmas terdekat sangatlah tdk nyaman krn antrian pjg. 2x dtg ke puskesmas tdk kebagian kuota. Harusnya pendaftaran bs dilaksanakan di balai setempat atau bs daftar secara online agar tdk menimbulkan kerumunan,Netral
intan_setiari,"Saya warga tajur,ciledug,tangerang. Mau vaksin dosis 1 di puskesmas tajur, tapi tidak dilayani karna katanya vaksinnya belum dikirim lagi jd terbatas hanya melayani dosis 2. Tolong segera dikirim lagi vaksinnya.",Positif
destaalisandra,"Vaksinnya ga bkin positif tapi kerumunan saat mau vaksinnya itu yg bkin orang takut,,",Negatif
am_molii,"Niat hati Mau vaksin, stock vaksinnya terbatas??",Negatif
kaiarkasa,Min saya mau tanya saya sudah vaksin sudah 2 dosis waktu Januari awal karena dulu saya kerja di Rumah sakit sebagai non Nakes tapi saya Gk punya sertifikat vaksin karena tidak ada pemberitahuan dari Sms terkait sertifikat vaksin Trus bagaimana ya kalo saya butuh sertifikat vaksin nya untuk melamar pekerjaan baru Karna saya sudah resign dari RS tersebut Trus saya cek di peduli lindungi tapi tiket vaksin saya tidak tersedia pedulilindungi@kominfo.go.id,Positif
iskandar.rexy,Vaksinasi Pfitzer/modena kapan ya?,Positif
muhmustofa07,"Mohon info min, Vaksinansi Dosis 1 wilayah samarinda min",Positif
kecuk12345,Sertivikat vaksin  apakah  trmasyuk buat syarat2  adminitrasi  karn bredar ada yg bilang iya ada yg bilg bukan....toh nyatanya mau mlamar kerja aja pake sertivikat vaksin  naik psawat jg  wajib,Netral
kangen_padanya,Kalau sudah di vaksin 2x di malysia . Apakah di indonesia juga di wajipkan vaksin lagi,Positif
pratama.wk,"Mobilitas apane...jare raoleh berkerumun hla matane vaksinasi wae berkrumun og, tek e tek e , karuan e nek ngono sholat istigosah wae dripda vaksin.??",Negatif
lay_nika,"Gimana nih min saya vaksin udh 3 hari jalan 4 hari tapi sertifikat blm di smsin jg, padahal saya butuh sertifikat nyaa loh,,saya udh telfon 119 sibuk trs,, katanya bakalan dikirim 1-2 hari tapi sampai hari ini blm ada jg,gimana ini solusinya min,di aplikasi pedulilindingi jg ga bisa,eror trs, tolonglah",Positif
syairarossa,Saya penyintas baru 2 bln .alasan penyintas harus nunggu 3bln tu Krn apa sih selain Krn msh punya imun?? Coz ada jg penyintas jg uda vaksin sblm 3bln katanya gpp,Netral
ragilyno,"Mau nanya dong, saya siang kemarin baru vaksin dosis ke 1 Astra zeneca lalu besok tengah malam ny malah demam tinggi panas bngt sama sakit kepala juga serta tgn bekas suntik sakit otot badan pegal ngilu, apakah ini efek normal atau berbahaya?? Skrng PGI ini panas saya agak turun setelah saya makan obat Paracetamol tapi sakit kepala masih ada dan pegal tubuh masih ada mohon dijawabbbb",Negatif
nesyafaaaa,"Bismillah, halo admin. Saya ingin bertanya, saya termasuk penyintas covid pada bulan lalu, sebaiknya vaksin di bulan berapa ya? Dan jika jedanya 3 bulan, apakah vaksin masih tersedia pada bulan Oktober? terimakasih semoga dijawab",Netral
raynesweet90,omong doang vaksin. mau vaksin aja kagak bisa dg alasan yang saangaaattt klasik sekali...vaksin kosong. terutama di daerah2 nih. ??,Negatif
reflidika_,"Saya juga mau vaksin kak, tapi vaksin di tempat saya kosong, gimana dong kak? Saya sangat membutuhkan vaksin, karena bila bepergian naik pesawat harus ada sertifikat vaksin minimal dosis pertama, tolong dong kak prioritaskan kami",Positif
nayyu_kamayanti,Mau tanya dong admin.sy tgl 5 kemarin udah vaksin yg ke 1.tapi untuk vaksin yg ke 2 blm ada pemberitahuan dari sms.sdgkn di kartu vaksin tgl vaksin ke 2 di coret sm petugas vaksin.sy vaksin astra.mohon pencerahan nya.sy di kec. Citereup bogor,Positif
juwitaibnuhjr,Saya sudah vaksin????,Positif
vidhia25,"Boleh minta saran ga vaksin di adakan weekend, bwt seorga ibu rt punya 2 anak Dan suami hanya libur di hri minggu susah rasanya klo vaksin di workday ini cm mskan aj miin sebenrny saya mw vaksin cm saya bingung ank titip kmna rmh ortu or saudara jauh"" semua.. ??",Netral
landa_hyuga,Dosis Pertama Pakai AZ klo kedua Pakai Sinovac boleh enggak sih? Agak nyesel juga dulu cepet2 ikut vaksin??,Netral
rizkirosadii,"Jadi gimana ya pak/bu yth. Tgl 5 agustus 2021 saya sudah vaksin di rptra pulo besar sunter jakut. Tapi hasil dari vaksinnya berupa kertas tidak dikasih, dengan alasan sistemnya eror dan alasan lain disuruh ambil di RW. Tapi besoknya pun saya ke RW bilangnya belum dikasih sama sama petugas vaksinnya. Jadi gimana solusinya pak/bu, karna saya butuh buat segala aktifitas karna harus vaksin. @jokowi @kemenkes_ri",Positif
nugrohomuhamadadi,Vaksin dosis zombie sekarang belum sampai jabodetabek vs tangerang selatan,Negatif
jokodarmawanthio,"Memang vaksin terbukti efektif ya?Negara lain kenapa pada demo soal vaksin?yang katanya negara dengan pemikiran yang maju, mereka demo menolak vaksin..",Negatif
mks_adp2323,Apa bisa VAKSIN?  yah klw ada penyakit asma tpi asma ringan,Netral
alexandercameron.s,Saya sudah vaksin lengkap...bagaimana caranya dapat mengunduh sertivikatnya,Positif
syahfiraidr,"Syarat sekarang apa"" vaksin tapi kouta vaksin di provinsi tertentu kosong ,seperti kalimantan selatan, mau vaksin saja susah harus menunggu antrian yang tdk kunjung di panggil"" untuk mendapatkan vaksin. Tolong berikan stok yang banyak untuk kalimantan selatan ,terutama Banjarmasin dan sekitarnya",Negatif
freaslys,Ud rahasia UMUN lah. Mau vaksin warga sendiri d persulit. Bule dtg . Minta lngs dapat ??,Negatif
superuwuh,"Kalau sudah pernah kena covid, berarti sudah ada antibodi ALAMI DARI TUHAN ... jadi tidak perlu vaksin lagi. Betul kan @kemenkes_ri ???",Negatif
arigensetiti,"Nga ngilang mba, masih ada koment ku di atas, saya bilangnya sya nga paham tentang efektifitas vaksin klo lewat 28hari, dan untuk hal itu bisa ditanyakan langsung ke nakes yg lebih paham",Netral
arigensetiti,"@sri_lagi_bingung saya cuma bisa bilang sabar ajah mba, apa lagi sekarang ada vaksin tahap 3 untuk nakes, jadi masyarakat sabar dulu karena ada yg perlu diprioritaskan untuk di vaksin",Positif
sagaraja_bennikusyana,"Min @kemenkes_ri saya mau protes donk terkait vaksinasi di Denpasar khususnya di Poltekkes Kemenkes Denpasar...saya jadwal vaksin ke 2 itu tanggal 4 agustus dan saya daftar untuk tanggal 6 agustus lewat Speed ID...tapi ternyata di sana hanya menerima vaksin dosis 2 bagi masyarakat yg vaksin dosis 1 nya di Poltekkes Denpasar dan bagi yg dosis 1 bukan di Poltekkes Kemenkes Denpasar bagi kebagian jatah setelah jam 11.00 itupun ga ada jaminan dapat jatah..saya daftar di Poltekkes Kemenkes Denpasar (PKD) karena dekat rumah tapi nyatanya ga bisa juga dengan alasan mengutamakan masyarakat yg vaksin 1 di PKD...kenapa layanan vaksin dikotak-kotakkan begini??bukankah harusnya setiap pusat layanan vaksin memberikan kesempatan yg sama kepada masyarakat?kalo misalnya nanti semua perlakukan syarat seperti ini apa iya saya harus nyebrang lagi ke Lombok untuk dapat vaksin dosis 2 di lokasi pertama yaitu di Poltekkes Kemenkes Mataram??vaksin dari pemerintah pusat, bukan dari masing2 pusat layanan vaksin..harusnya berikan donk kesempatan yg sama kepada semua warga..kalo setiap hari kuota di PKD ga habis karena yg dulu dosis 1 di PKD memilih di tempat lain gimana??kan stok terbuang dan layanan jadi ga maksimal..karena aturan ini jelas orang2 yg vaksin dosis 1 bukan di PKD ga akan datang ke PKD untuk dosis 2...kebijakan2 begini yg menghambat proses vaksinan..mohon ditanggapi dan sya tembuskan keluhan sya kepada Yth. Bapak Presiden @jokowi ..terima kasih min ??????",Negatif
ahmad.fariddz,Min mau nanya kalau penderita epilepsi boleh di vaksin atau ngga?,Netral
muthiarahni,Mana nih menkes ga update² masalau vaksin bumil. Update dong di ig nya,Netral
kurniaadevi_,"Selamat pagi Bapak/Ibu yang terhomat, saya mau mengadu sebuah keluhan dari saya sendiri. Saya sudah ikut vaksinasi tanggal 14 juni 2021 di rusun cinta kasih muara angke oleh polres tanjung priuk. Tapi sampai sekarang saya belum mendapat sms maupun sertifikat. Sedangkan status di web @pedulilindungi.id saya masih ""siap divaksin"". Tolong di berikan solusi nya agar saya bisa mendapat sertifikat vaksinasi saya????",Positif
maria.e.indrawati,"Buanyak orang yg mengira, justru gara2 divaksin, jadi banyak yg meninggal. Bingung juga bagaimana menjelaskan & meyakinkan mereka karena ketakutan mereka sudah mengakar di dalam diri mereka.",Negatif
mhammdzaki14_,"Tolong stock vaksin dipenuhi , segera dikirim ke daerah daerah . Karena antusiasme masyarakat yang tinggi",Positif
lyher183,Tolong pak kami dah lewat dari jadwal vaksin ke 2...dilampung selatan vaksin nya kosong apa tdk pengaruh terhadap diri kami kpn kami akan di vaksin lagi kata nya kami hrs antusias mau di vaksin malah vaksin ny gk ada,Positif
the_real_factchecker,"Fakta bukan hoax. Asal klaim hoax aja tanpa investigasi dan penelitian sesuai kondisindi lapangan. Mana hasil autopsi korban vaksin AstraZeneca kok sampe skrg ga dipublikasikan? Padahal almarhum gak ada riwayat penyakit apapun sebelim divaksin, tiba-tiba habis divaksin kok malah meninggal dunia?",Negatif
syahid_005,"Intinya kalo abis vaksin jng swab atau pcr, pasti akan positif, dan itu yg tidak terpantau saat ini",Netral
tokokunpedia,Pakai vaksin Nusantara Bos...kenapa harus dari luar negeri?,Netral
rul_pitopang,Apa salahnya datengin ke tiap warga tiap daerah ini vaksil masal ratusan orang kumpul berdesakan apa lg pas masal vaksin guru dempet2n.. Ahk cek kesehatannya jg ga bagus.. Asal2n .. Asal tojos.. Masa di tensi tiap orang 120/80.. Padahal sy ga pernah segitu trus d cek lg tinggi ga betul ga teliti di indonesia.. Pulang dr vaksin saya positif.. Mending ga d vaksin ga ikut kerumunan nyesel d vaksin..,Negatif
callme_dimas,Mau nanya dong min... apakah bagi orang yg udah kena covid vaksinnya mesti banget harus nunggu 3 bulan dulu setelah dinyatakan sembuh? Why?,Netral
mang_tari,"@nona_jalan_jalan saya juga begitu.. Dimana2 ksong sinovac .. Bener2 meresahkan, gimana nasib vaksin kedua ini .. Apakah masih bisa ampuh kalau sampai telat vaksin??",Negatif
mang_tari,"Vaksin sinovac kosong dimana2.. Gimana bisa vaksin kedua.. Bukannya harusnya satu set ya..kenapa yg kedua bisa gak dapat? Karena kata dokter gak boleh telat vaksin sampe seminggu.. Tapi stok vaksin kedua malah kosong.. Tolong pencerahannya pak, karena kami rakyat sudah niat vaksin tapi vaksinnya malah tidak ada.. ??",Negatif
isna_staill,Min kalau udh divaksin 1 trus mau vaksin ke 2 harus nunggu berapa hari baru boleh vaksin ke 2 ya?,Positif
merthy19,Says ingin vaksin. Tapi says hamil.. Agak gimana gitu yaa.. Says khawatir sm kandungan saya,Positif
gagahpacutantra,"Vaksinnya emang engga, tapi berkerumun pas mau divaksinnya itu yang ....... ah sudahlah",Negatif
eliza.eleanor,Jadwal Vaksin k2 21 Juli tetapi kuota d puskesmas selalu full ??????? gimana @kemenkes_ri,Netral
mariaadp_,"@kemenkes_ri tolong lah aplikasi peduli lindungi lebih di maksimalkan, bila perlu ada tempat  perwakilan tiap2 daerah jadi masyarakat bisa ngadu, saya gak bisa vaksin , saat mau print sertifikat vaksin yang keluar nama orang tapi nik nya nik saya, kok bisa mereka buat kesalahan data, saya telfon 119 solusi nya gak ada, saya udah ke Disdukcapil mereka cuman bilang gak ada yang salah sama data saya, kesalahan sama petugas vaksin, saya udah ke Dinkes Deli Serdang juga gak ada solusi ?? akibat nya saya gak bisa vaksin kalau ada kantor perwakilan nya kan bisa saya jumpai , ini saya jumpai ke mana, padahal saya mau naik pesawat akhir bulan ini ??????",Negatif
aligatori9,Mohon maaf saya mau kasih sedikit masukan pak kenapa area Makassar vaksin tahap pertama sangat susah sekali di temukan,Negatif
sugeng_elghani,"Vaksin covid belum selesai uji klinis, semua mau dijadikan kelinci percobaan?  Setidaknya tunggu ijin edar/uji klinis selesai. Pemberian vaksin yg masih tahap uji klinis tanpa memberitahu kepada subjek bahwa itu uji klinis merupakan pelanggaran HAM berat, Nuremberg Code. Juga melanggar UU Kesehatan dan UUD 1945 pasal 28 g",Negatif
algifernanda,pngn vaksin tapi gadapet dapet heran dah,Positif
anto_elekz,"Seharusnya vaksin itu per RT jd gag antri banyak sampai ribuan orang berjubel jadi 1,dan tdk jaga jarak,it yg menyebabkan tertularnya virus corona nya",Positif
